era_SectionOfLine;era_SectionOfLine_era_opStart;era_SectionOfLine_era_opStart__label;era_SectionOfLine_era_nationalLine_rdfs_label;era_SectionOfLine_era_lengthOfSectionOfLine;era_SectionOfLine_era_opEnd;era_SectionOfLine_era_opEnd__label;CUSTOM_VAR_IN_COUNTRY;CUSTOM_VAR_IN_COUNTRY__label;__type;__label
http://data.europa.eu/949/sectionOfLine/e155964182;http://data.europa.eu/949/operationalPoint/ffd1669300;Tallhed;99;40.077;http://data.europa.eu/949/operationalPoint/96b7f7ebbc;Älvho;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/6daf944fc7;http://data.europa.eu/949/operationalPoint/bad066ac72;Arvidsjaur;99;6.203;http://data.europa.eu/949/operationalPoint/c89642b4fa;Norra Kikkejaur;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/fd89e50dce;http://data.europa.eu/949/operationalPoint/90d34060f0;Orsa;99;11.307;http://data.europa.eu/949/operationalPoint/ffd1669300;Tallhed;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/0c90798ac6;http://data.europa.eu/949/operationalPoint/b62812d563;Vilhelmina timmer;99;0.573;http://data.europa.eu/949/operationalPoint/68b27c2c74;Lövliden;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/cf9f8df52c;http://data.europa.eu/949/operationalPoint/100f627957;Avaviken;99;25.34;http://data.europa.eu/949/operationalPoint/bad066ac72;Arvidsjaur;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/4dbd640742;http://data.europa.eu/949/operationalPoint/68b27c2c74;Lövliden;99;22.115;http://data.europa.eu/949/operationalPoint/2bcd2a6ab3;Vojmån;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/faab106eec;http://data.europa.eu/949/operationalPoint/b0f0dabab3;Vinlidsberg;99;10.188;http://data.europa.eu/949/operationalPoint/847bcb2892;Storuman;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/88ee649b6b;http://data.europa.eu/949/operationalPoint/3746f9deff;Fåker;99;20.306;http://data.europa.eu/949/operationalPoint/f3870c1b3f;TRV-IBAB border Brunflo;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/2689f328c9;http://data.europa.eu/949/operationalPoint/dc3369cdd3;Dorotea;99;2.25;http://data.europa.eu/949/operationalPoint/fc3300ba3f;Storbergets industrispår;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/263ebb7e95;http://data.europa.eu/949/operationalPoint/53531a0993;Åsarna central;99;5.746;http://data.europa.eu/949/operationalPoint/af28b695ee;Brånan;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/e11e6bb3ba;http://data.europa.eu/949/operationalPoint/4854af666f;Lövberga;99;31.679;http://data.europa.eu/949/operationalPoint/7d5672c649;Hoting;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/5dcc6cb495;http://data.europa.eu/949/operationalPoint/f776732086;Maitum;99;31.801;http://data.europa.eu/949/operationalPoint/eb113705da;Jokkmokk;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/c5170c5f38;http://data.europa.eu/949/operationalPoint/7d5672c649;Hoting;99;0.791;http://data.europa.eu/949/operationalPoint/93cd43ea5a;TRV-IBAB border Hoting;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/8eb3e6ab7f;http://data.europa.eu/949/operationalPoint/fc3300ba3f;Storbergets industrispår;99;31.73;http://data.europa.eu/949/operationalPoint/1ea0bb6527;Meselefors;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/a27fa0df10;http://data.europa.eu/949/operationalPoint/847bcb2892;Storuman;99;33.284;http://data.europa.eu/949/operationalPoint/5234447a42;Lomselenäs;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/1429d2d665;http://data.europa.eu/949/operationalPoint/af28b695ee;Brånan;99;9.6;http://data.europa.eu/949/operationalPoint/66774c636d;Svenstavik;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/73630d50f2;http://data.europa.eu/949/operationalPoint/1664ab6fe3;Sveg;99;39.556;http://data.europa.eu/949/operationalPoint/c95a6a04bf;Ytterhogdal;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/8c29975402;http://data.europa.eu/949/operationalPoint/54850f5e37;Slagnäs;99;27.902;http://data.europa.eu/949/operationalPoint/100f627957;Avaviken;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/92b7f38fe3;http://data.europa.eu/949/operationalPoint/7d5672c649;Hoting;99;21.16;http://data.europa.eu/949/operationalPoint/dc3369cdd3;Dorotea;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/77eb9afe94;http://data.europa.eu/949/operationalPoint/3478a4fd10;Åskott;99;15.752;http://data.europa.eu/949/operationalPoint/27c7a6d95d;Lit;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/8074e17cba;http://data.europa.eu/949/operationalPoint/eb113705da;Jokkmokk;99;47.484;http://data.europa.eu/949/operationalPoint/c75c90a81a;Porjus;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/ee9b545f11;http://data.europa.eu/949/operationalPoint/66774c636d;Svenstavik;99;29.444;http://data.europa.eu/949/operationalPoint/3746f9deff;Fåker;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/2eef629467;http://data.europa.eu/949/operationalPoint/2f5b7055f1;TRV-IBAB border Östersund;99;9.824;http://data.europa.eu/949/operationalPoint/3478a4fd10;Åskott;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/e56568fd70;http://data.europa.eu/949/operationalPoint/5234447a42;Lomselenäs;99;38.554;http://data.europa.eu/949/operationalPoint/645d6ab9d0;Sorsele;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/1fc3611632;http://data.europa.eu/949/operationalPoint/1ea0bb6527;Meselefors;99;22.236;http://data.europa.eu/949/operationalPoint/b055a41ff7;Vilhelmina;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/3918a2a58c;http://data.europa.eu/949/operationalPoint/6cc7f92d6c;Sorsele industrispår;99;31.637;http://data.europa.eu/949/operationalPoint/54850f5e37;Slagnäs;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/81712dfb1d;http://data.europa.eu/949/operationalPoint/1b6a4c7433;Munkflohögen;99;17.746;http://data.europa.eu/949/operationalPoint/59feb229c1;Jämtlands Sikås;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/3a0a7996a7;http://data.europa.eu/949/operationalPoint/a61139ed9b;Pitkäjärvi;21;3.168;http://data.europa.eu/949/operationalPoint/ac90949205;Svappavaara;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/371e6c0d0c;http://data.europa.eu/949/operationalPoint/4d72af8c31;Torup;84;11.799;http://data.europa.eu/949/operationalPoint/459a700318;Hyltebruk;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/d152da36ed;http://data.europa.eu/949/operationalPoint/1f5c8c97da;Koijuvaara;21;2.469;http://data.europa.eu/949/operationalPoint/7d156dda72;Aitik;http://publications.europa.eu/resource/authority/country/SWE;Sweden;;
http://data.europa.eu/949/sectionOfLine/e0dfff91ab;http://data.europa.eu/949/operationalPoint/700855d6f7;Snoghøj;224086;2.715;http://data.europa.eu/949/operationalPoint/e654cb5025;Fredericia;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/9d669d2044;http://data.europa.eu/949/operationalPoint/9e916e29ec;Varde;312074;13.0;http://data.europa.eu/949/operationalPoint/60c1f88326;Tistrup;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/47cf6fa82d;http://data.europa.eu/949/operationalPoint/aa555a4eb3;Sakskøbing;632018;7.45;http://data.europa.eu/949/operationalPoint/f395dc57be;Maribo;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/36ce3bc90b;http://data.europa.eu/949/operationalPoint/6399d60ff0;Jægersborg;602002;2.33;http://data.europa.eu/949/operationalPoint/e8e2930181;Fuglevad;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/f6b8235185;http://data.europa.eu/949/operationalPoint/da81da5197;Tommerup;224046;7.076;http://data.europa.eu/949/operationalPoint/2930b92e72;Aarup;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/5841be68ed;http://data.europa.eu/949/operationalPoint/e3ab59bdcc;København H;811000821000;0.203;http://data.europa.eu/949/operationalPoint/947e6ec43a;København H;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/690e421b47;http://data.europa.eu/949/operationalPoint/8e0e47d3be;Tjæreborg;294050;6.389;http://data.europa.eu/949/operationalPoint/b0f6763084;Esbjerg;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/a179fcd4fd;http://data.europa.eu/949/operationalPoint/e654cb5025;Fredericia;225000225801;0.615;http://data.europa.eu/949/operationalPoint/53b2908225;Fredericia godsstation;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/f12639d1f1;http://data.europa.eu/949/operationalPoint/3abba892d0;Ejby;224066;7.688;http://data.europa.eu/949/operationalPoint/5f8863b95d;Kavslunde;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/e9e21ae9d2;http://data.europa.eu/949/operationalPoint/f8ad2dd632;Klampenborg;104014;3.97;http://data.europa.eu/949/operationalPoint/66f0f514c7;Skodsborg;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/b53d006a5f;http://data.europa.eu/949/operationalPoint/e96c24aaf7;Ikast;352062;5.4;http://data.europa.eu/949/operationalPoint/d081830b4f;Hammerum;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/122d1b58ba;http://data.europa.eu/949/operationalPoint/f85df9bf71;Hinnerup;242134;8.2;http://data.europa.eu/949/operationalPoint/8b237e1712;Hadsten;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/80d1bdfab6;http://data.europa.eu/949/operationalPoint/7460febef7;Kregme;604022;3.215;http://data.europa.eu/949/operationalPoint/298adeb3b4;Frederiksværk;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/1d8191efc5;http://data.europa.eu/949/operationalPoint/9c62156248;Bavnehøj;852004;3.004;http://data.europa.eu/949/operationalPoint/0bdac40618;Åmarken;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/f5cd50c5da;http://data.europa.eu/949/operationalPoint/b56254fbc2;Langholm;668008;4.177;http://data.europa.eu/949/operationalPoint/04c15f06b6;Tornby;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/0844b2f4c9;http://data.europa.eu/949/operationalPoint/474aaa6c25;Svanemøllen;824006;0.895;http://data.europa.eu/949/operationalPoint/386d6ce272;Hellerup;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/44cbff5768;http://data.europa.eu/949/operationalPoint/7b8adb50d3;Sindal;254312;12.6;http://data.europa.eu/949/operationalPoint/1fb3291a3e;Kvissel;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/cd355fd304;http://data.europa.eu/949/operationalPoint/0953de4aae;Jelling;334102;8.0;http://data.europa.eu/949/operationalPoint/79d1052cad;Grejsdal;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/c9c4aeb14b;http://data.europa.eu/949/operationalPoint/700855d6f7;Snoghøj;271216;3.481;http://data.europa.eu/949/operationalPoint/d6e4d7fdd4;Taulov;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/a4646c3750;http://data.europa.eu/949/operationalPoint/83adffdbd4;Hvidbjerg;342024;17.0;http://data.europa.eu/949/operationalPoint/a0f036000c;Hurup Thy;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/d21688fdb6;http://data.europa.eu/949/operationalPoint/e9ab0cd992;Østerport;102004;0.881;http://data.europa.eu/949/operationalPoint/d7543daf67;Helgoland;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/3e3e2f2c11;http://data.europa.eu/949/operationalPoint/0aecab029b;Snekkersten;106044;1.542;http://data.europa.eu/949/operationalPoint/04f18f5ae4;Helsingør;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/ae96bacde9;http://data.europa.eu/949/operationalPoint/a38a9b9b78;Grubberholm;618010;2.91;http://data.europa.eu/949/operationalPoint/a5465f1802;Hårlev;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/5e688428a0;http://data.europa.eu/949/operationalPoint/ab8586a872;Hesselmed;662014;0.337;http://data.europa.eu/949/operationalPoint/256efce5b9;Oksbøl;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/8b3f30473c;http://data.europa.eu/949/operationalPoint/4f3e728cdb;Hobro;246200;22.0;http://data.europa.eu/949/operationalPoint/3eb0ea8963;Skørping;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/520a2012d3;http://data.europa.eu/949/operationalPoint/9277246a4b;Odense;224032;6.517;http://data.europa.eu/949/operationalPoint/bfbcef4743;Holmstrup;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/5b80703632;http://data.europa.eu/949/operationalPoint/ffee25560a;Søllested;632042;7.74;http://data.europa.eu/949/operationalPoint/f89b1053c3;Nakskov;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/65f2561d2c;http://data.europa.eu/949/operationalPoint/4ebcd1a370;Ruds Vedby;616008;4.023;http://data.europa.eu/949/operationalPoint/d1cac906a4;Skellebjerg;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/d9afd28fac;http://data.europa.eu/949/operationalPoint/0df6226c14;Skanderborg;236088;5.509;http://data.europa.eu/949/operationalPoint/6260a594e0;Hørning;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/0c9bb0db28;http://data.europa.eu/949/operationalPoint/3dd3723dfe;Ulstrup;322008;7.6;http://data.europa.eu/949/operationalPoint/f5fe4abf4b;Bjerringbro;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/9be774b849;http://data.europa.eu/949/operationalPoint/abeae7c75b;Høng;616002;6.33;http://data.europa.eu/949/operationalPoint/4ebcd1a370;Ruds Vedby;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/a8d572b248;http://data.europa.eu/949/operationalPoint/319b55fd8a;Aarhus Logistikparken;242118;14.0;http://data.europa.eu/949/operationalPoint/f85df9bf71;Hinnerup;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/065451974f;http://data.europa.eu/949/operationalPoint/0e077c3648;Sorø;16080;12.265;http://data.europa.eu/949/operationalPoint/ec3805c540;Slagelse;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/f198b77f43;http://data.europa.eu/949/operationalPoint/39ec1fa690;Hillerød;604002;3.478;http://data.europa.eu/949/operationalPoint/fbc06db45f;Brødeskov;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/b407859b50;http://data.europa.eu/949/operationalPoint/1ae84fe982;Nørre Asmindrup;609042;2.5;http://data.europa.eu/949/operationalPoint/8cddfc1dad;Højby Sjælland;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/a8e97bd8b6;http://data.europa.eu/949/operationalPoint/ec3805c540;Slagelse;615002;4.578;http://data.europa.eu/949/operationalPoint/683889fb3e;Havrebjerg;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/f4e2de11c4;http://data.europa.eu/949/operationalPoint/23e5ac572a;Nyborg;222002;2.694;http://data.europa.eu/949/operationalPoint/fa45667604;Hjulby;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/f3f056e7bd;http://data.europa.eu/949/operationalPoint/0ab560985c;København H;11000101000;0.282;http://data.europa.eu/949/operationalPoint/b6b3971c14;København H;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/4120d37c18;http://data.europa.eu/949/operationalPoint/d84a0b328d;Bavnehøj;122038;0.474;http://data.europa.eu/949/operationalPoint/4695056063;Kalvebod;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/4850688d1e;http://data.europa.eu/949/operationalPoint/2a73bfd935;Allerød;826032;5.25;http://data.europa.eu/949/operationalPoint/39ec1fa690;Hillerød;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/7a89a6b813;http://data.europa.eu/949/operationalPoint/ab2da2759a;Lyngby;826016;3.666;http://data.europa.eu/949/operationalPoint/5d102c0191;Holte;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/595ed66546;http://data.europa.eu/949/operationalPoint/eb35be1462;Jyderup;52092;6.245;http://data.europa.eu/949/operationalPoint/2140dea6c1;Svebølle;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/09fb408659;http://data.europa.eu/949/operationalPoint/72f408c387;Vigerslev;882002;2.799;http://data.europa.eu/949/operationalPoint/7f3d1bd6b2;Flintholm;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/4d0143ca9a;http://data.europa.eu/949/operationalPoint/bbff051db4;Roskilde;14034;8.665;http://data.europa.eu/949/operationalPoint/2c9c8fb882;Viby Sjælland;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/51623cb219;http://data.europa.eu/949/operationalPoint/11a9e66d36;Ølsted;604020;1.591;http://data.europa.eu/949/operationalPoint/7460febef7;Kregme;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/0aa45f389f;http://data.europa.eu/949/operationalPoint/ca03035cd5;Holbæk;52068;6.777;http://data.europa.eu/949/operationalPoint/bd0a5ddc10;Regstrup;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/38f87024bf;http://data.europa.eu/949/operationalPoint/2d8d264f12;Vinderup;322090;12.2;http://data.europa.eu/949/operationalPoint/fbdbed12e0;Struer;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/fe1e8b57d5;http://data.europa.eu/949/operationalPoint/a56670bdd4;Herning;354074;13.6;http://data.europa.eu/949/operationalPoint/121d8e2f74;Kibæk;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/69623d8211;http://data.europa.eu/949/operationalPoint/c825e647f9;Vejen;292014;11.741;http://data.europa.eu/949/operationalPoint/17180baa59;Holsted;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/2c06ab11e8;http://data.europa.eu/949/operationalPoint/26e2b49b6b;Klippinge;619008;4.98;http://data.europa.eu/949/operationalPoint/0274f4669a;Store Heddinge;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/bcd43ab0cb;http://data.europa.eu/949/operationalPoint/386d6ce272;Hellerup;862010;4.244;http://data.europa.eu/949/operationalPoint/0ca30760e8;Klampenborg;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/af19b6599d;http://data.europa.eu/949/operationalPoint/a562242947;Fasterholt;334060;6.2;http://data.europa.eu/949/operationalPoint/246039c58f;Brande;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/17d8d454fc;http://data.europa.eu/949/operationalPoint/faf85f82f0;Nykøbing Falster Vest;632002;5.37;http://data.europa.eu/949/operationalPoint/cf2688a669;Grænge;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/b68903ebda;http://data.europa.eu/949/operationalPoint/fc11a1b21c;København G;72002;1.085;http://data.europa.eu/949/operationalPoint/e21bc3b315;Vigerslev;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/2e5925ff60;http://data.europa.eu/949/operationalPoint/aab83b12bd;Skævinge;604016;3.72;http://data.europa.eu/949/operationalPoint/11a9e66d36;Ølsted;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/e2f826de13;http://data.europa.eu/949/operationalPoint/0ab560985c;København H;70002;0.315;http://data.europa.eu/949/operationalPoint/fc11a1b21c;København G;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/55a557ee81;http://data.europa.eu/949/operationalPoint/308f3059a1;Højby;212012;2.616;http://data.europa.eu/949/operationalPoint/8c83c8b253;Årslev;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/00673128d3;http://data.europa.eu/949/operationalPoint/8b237e1712;Hadsten;242142;12.2;http://data.europa.eu/949/operationalPoint/42fc4f4542;Langå;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/77e102c816;http://data.europa.eu/949/operationalPoint/f3a3c7ac67;Hulsig;669030;10.459;http://data.europa.eu/949/operationalPoint/17cccd80fe;Skagen;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/1bd6a592d1;http://data.europa.eu/949/operationalPoint/e654cb5025;Fredericia;232004;9.861;http://data.europa.eu/949/operationalPoint/081d61e7cd;Børkop;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/75f076b0dd;http://data.europa.eu/949/operationalPoint/9a6fafd723;Vildbjerg;332026;5.2;http://data.europa.eu/949/operationalPoint/bcc0396648;Skibbild;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/1a82208521;http://data.europa.eu/949/operationalPoint/0ed028acd1;Svinninge;609018;3.18;http://data.europa.eu/949/operationalPoint/25ada43e5e;Hørve;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/48ae6439ac;http://data.europa.eu/949/operationalPoint/f395dc57be;Maribo;632026;7.48;http://data.europa.eu/949/operationalPoint/555c806945;Ryde;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/5a643d2843;http://data.europa.eu/949/operationalPoint/c63729b694;Middelfart;224080;3.238;http://data.europa.eu/949/operationalPoint/700855d6f7;Snoghøj;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/51347f6572;http://data.europa.eu/949/operationalPoint/b17d7ec851;Dyssekilde;604032;1.221;http://data.europa.eu/949/operationalPoint/d2b5f3d0cc;Østerbjerg;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/ab0bc14f18;http://data.europa.eu/949/operationalPoint/ad240a21f8;Hellebæk;605008;0.851;http://data.europa.eu/949/operationalPoint/6f79d3f502;Ålsgårde;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/4bbc58473e;http://data.europa.eu/949/operationalPoint/94a214ed55;Vig;609038;3.73;http://data.europa.eu/949/operationalPoint/1ae84fe982;Nørre Asmindrup;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/dbb6b165b5;http://data.europa.eu/949/operationalPoint/598fc9c9e3;Høje Taastrup;12019012519;0.369;http://data.europa.eu/949/operationalPoint/00711d7f02;Høje Taastrup kombiterminal;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/6edc7b39d1;http://data.europa.eu/949/operationalPoint/81122f6147;Brabrand;242116;0.6;http://data.europa.eu/949/operationalPoint/319b55fd8a;Aarhus Logistikparken;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/607803568b;http://data.europa.eu/949/operationalPoint/d7543daf67;Helgoland;102006;0.654;http://data.europa.eu/949/operationalPoint/b41507f474;Hellerup;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/54f8f0decf;http://data.europa.eu/949/operationalPoint/994e0e342a;Herlev;834014;4.041;http://data.europa.eu/949/operationalPoint/9bf2cfc9a6;Ballerup;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/d88afab15a;http://data.europa.eu/949/operationalPoint/e55a819cda;Lindholm;521252;1.2;http://data.europa.eu/949/operationalPoint/184e9d8df3;Aalborg Lufthavn;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/cbbf9d5212;http://data.europa.eu/949/operationalPoint/c96cfac745;Farris;264046;6.191;http://data.europa.eu/949/operationalPoint/d1c5a3c61b;Sommersted;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/03c3ad8a1f;http://data.europa.eu/949/operationalPoint/51229ea8e5;Ålbæk;669022;7.495;http://data.europa.eu/949/operationalPoint/f3a3c7ac67;Hulsig;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
http://data.europa.eu/949/sectionOfLine/1fec5f13d8;http://data.europa.eu/949/operationalPoint/1fb7fda9cb;Horsens;234060;12.051;http://data.europa.eu/949/operationalPoint/ff952848be;Hovedgård;http://publications.europa.eu/resource/authority/country/DNK;Denmark;;
