era_OperationalPoint;era_OperationalPoint_era_opType;era_OperationalPoint_era_opType__label;era_OperationalPoint_era_uopid;era_OperationalPoint_era_primaryLocation;era_OperationalPoint_era_primaryLocation__label;era_OperationalPoint_era_netReference_geosparql_hasGeometry_geosparql_asWKT;era_OperationalPoint_era_opName;CUSTOM_VAR_IN_COUNTRY;CUSTOM_VAR_IN_COUNTRY__label
http://data.europa.eu/949/operationalPoint/43132c1058;http://data.europa.eu/949/concepts/op-types/80;junction;SEDån;http://data.europa.eu/949/primaryLocation/SE10089;SE10089;POINT(17.7143 59.1899);Dånviken;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/8e3e946578;http://data.europa.eu/949/concepts/op-types/80;junction;SEGåp;http://data.europa.eu/949/primaryLocation/SE10173;SE10173;POINT(14.5794 56.9425);Gåvetorp;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/a98b5f90ed;http://data.europa.eu/949/concepts/op-types/100;shunting yard;SEMgb;http://data.europa.eu/949/primaryLocation/SE02615;SE02615;POINT(13.051 55.622);Malmö godsbangård;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/4cedfa3393;http://data.europa.eu/949/concepts/op-types/20;small station;SEÅp;http://data.europa.eu/949/primaryLocation/SE04777;SE04777;POINT(12.9511 56.1333);Åstorp;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/5d2a1c7d7e;http://data.europa.eu/949/concepts/op-types/20;small station;SEShr;http://data.europa.eu/949/primaryLocation/SE03881;SE03881;POINT(16.2196 59.7066);Surahammar;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/84bfe39af2;http://data.europa.eu/949/concepts/op-types/80;junction;SEEby;http://data.europa.eu/949/primaryLocation/SE10094;SE10094;POINT(17.7553 59.7769);Ekeby;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/085b84aaa1;http://data.europa.eu/949/concepts/op-types/20;small station;SEEt;http://data.europa.eu/949/primaryLocation/SE00806;SE00806;POINT(16.5055 59.3694);Eskilstuna central;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/ee1befa664;http://data.europa.eu/949/concepts/op-types/80;junction;SERyb;http://data.europa.eu/949/primaryLocation/SE10436;SE10436;POINT(17.3357 59.2095);Ryssjöbrink;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/eca81cd7b8;http://data.europa.eu/949/concepts/op-types/100;shunting yard;SEHbgb;http://data.europa.eu/949/primaryLocation/SE01690;SE01690;POINT(12.7219 56.0271);Helsingborgs godsbangård;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/fe38eea532;http://data.europa.eu/949/concepts/op-types/20;small station;SEGö;http://data.europa.eu/949/primaryLocation/SE01287;SE01287;POINT(15.2295 62.9112);Gällö;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/0e05f4cb4d;http://data.europa.eu/949/concepts/op-types/20;small station;SEY;http://data.europa.eu/949/primaryLocation/SE04661;SE04661;POINT(13.8255 55.4274);Ystad;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/d3a067b457;http://data.europa.eu/949/concepts/op-types/20;small station;SEBsc;http://data.europa.eu/949/primaryLocation/SE00431;SE00431;POINT(12.931 57.7203);Borås central;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/165ec787a8;http://data.europa.eu/949/concepts/op-types/20;small station;SEÄs;http://data.europa.eu/949/primaryLocation/SE04816;SE04816;POINT(18.0113 59.2786);Älvsjö;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/1ef0d66e1f;http://data.europa.eu/949/concepts/op-types/20;small station;SEAb;http://data.europa.eu/949/primaryLocation/SE00169;SE00169;POINT(16.3798 61.471);Arbrå;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/632130a0c8;http://data.europa.eu/949/concepts/op-types/80;junction;SEHgö;http://data.europa.eu/949/primaryLocation/SE10228;SE10228;POINT(15.7229 59.0501);Högsjö;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/dbf4772f60;http://data.europa.eu/949/concepts/op-types/80;junction;SEHdr;http://data.europa.eu/949/primaryLocation/SE01239;SE01239;POINT(12.8863 56.6535);Halmstads rangerbangård;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/2e33c55346;http://data.europa.eu/949/concepts/op-types/80;junction;SEBmo;http://data.europa.eu/949/primaryLocation/SE10069;SE10069;POINT(14.0907 57.4536);Båramo;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/bec3bb1bd6;http://data.europa.eu/949/concepts/op-types/20;small station;SEGä;http://data.europa.eu/949/primaryLocation/SE01296;SE01296;POINT(17.1518 60.6761);Gävle central;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/4f86dad8bc;http://data.europa.eu/949/concepts/op-types/20;small station;SEVöv;http://data.europa.eu/949/primaryLocation/SE04525;SE04525;POINT(13.9165 56.1049);Vinslöv;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/5cdef13d38;http://data.europa.eu/949/concepts/op-types/20;small station;SEShv;http://data.europa.eu/949/primaryLocation/SE10525;SE10525;POINT(17.0349 61.2994);Söderhamns västra;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/d5f39f7317;http://data.europa.eu/949/concepts/op-types/20;small station;SEUpv;http://data.europa.eu/949/primaryLocation/SE04348;SE04348;POINT(17.8992 59.5205);Upplands Väsby;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/6555dc66a1;http://data.europa.eu/949/concepts/op-types/80;junction;SEBoda;http://data.europa.eu/949/primaryLocation/SE10042;SE10042;POINT(17.0081 61.5905);Boda;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/bb718d351d;http://data.europa.eu/949/concepts/op-types/80;junction;SEGp;http://data.europa.eu/949/primaryLocation/SE10151;SE10151;POINT(14.865 57.9986);Gripenberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/1757363e5f;http://data.europa.eu/949/concepts/op-types/20;small station;SEBro;http://data.europa.eu/949/primaryLocation/SE00477;SE00477;POINT(17.633 59.5123);Bro;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/8e81ea8b0b;http://data.europa.eu/949/concepts/op-types/20;small station;SEKbn;http://data.europa.eu/949/primaryLocation/SE01928;SE01928;POINT(16.0732 60.0368);Karbenning;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/ebc91f4d28;http://data.europa.eu/949/concepts/op-types/80;junction;SEJbk;http://data.europa.eu/949/primaryLocation/SE10243;SE10243;POINT(15.7984 59.4072);Jädersbruk;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/98e568379d;http://data.europa.eu/949/concepts/op-types/80;junction;SECas;http://data.europa.eu/949/primaryLocation/SE10073;SE10073;POINT(15.993 62.5135);Callans såg;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/d9c34e59d4;http://data.europa.eu/949/concepts/op-types/80;junction;SERuk;http://data.europa.eu/949/primaryLocation/SE10430;SE10430;POINT(19.4143 63.5461);Rundvik;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/1119624c71;http://data.europa.eu/949/concepts/op-types/80;junction;SEMe;http://data.europa.eu/949/primaryLocation/SE02658;SE02658;POINT(16.8634 61.2705);Marmaverken;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/34944f2269;http://data.europa.eu/949/concepts/op-types/80;junction;SEVln;http://data.europa.eu/949/primaryLocation/SE10564;SE10564;POINT(15.4748 57.6177);Vallnäs;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/456cc9765a;http://data.europa.eu/949/concepts/op-types/20;small station;SEMras;http://data.europa.eu/949/primaryLocation/SE02725;SE02725;POINT(14.5426 61.0049);Morastrand;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/075c6412da;http://data.europa.eu/949/concepts/op-types/20;small station;SEVag;http://data.europa.eu/949/primaryLocation/SE04433;SE04433;POINT(12.3912 58.3598);Vargön;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/62bf2eb018;http://data.europa.eu/949/concepts/op-types/80;junction;SEFg;http://data.europa.eu/949/primaryLocation/SE00877;SE00877;POINT(15.7755 58.7072);Finspång;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/12d08c58e7;http://data.europa.eu/949/concepts/op-types/80;junction;SEHös;http://data.europa.eu/949/primaryLocation/SE10234;SE10234;POINT(19.9723 63.6553);Hössjön;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/a6a165d644;http://data.europa.eu/949/concepts/op-types/20;small station;SENjb;http://data.europa.eu/949/primaryLocation/SE10692;SE10692;POINT(17.3774 62.2675);Njurundabommen;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/352d69d2f8;http://data.europa.eu/949/concepts/op-types/20;small station;SEBkb;http://data.europa.eu/949/primaryLocation/SE00250;SE00250;POINT(17.8637 59.4054);Barkarby;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/b01cf78741;http://data.europa.eu/949/concepts/op-types/80;junction;SEKröb;http://data.europa.eu/949/primaryLocation/SE10293;SE10293;POINT(14.5032 57.7071);Krökesbo;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/6f447a1b95;http://data.europa.eu/949/concepts/op-types/20;small station;SEHp;http://data.europa.eu/949/primaryLocation/SE01408;SE01408;POINT(24.1311 65.828);Haparanda södra;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/82122fa14e;http://data.europa.eu/949/concepts/op-types/20;small station;SETns;http://data.europa.eu/949/primaryLocation/SE04185;SE04185;POINT(14.9751 58.0381);Tranås;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/b9cb3763d0;http://data.europa.eu/949/concepts/op-types/20;small station;SEÄbg;http://data.europa.eu/949/primaryLocation/SE04831;SE04831;POINT(16.0092 59.957);Ängelsberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/5bb0c90779;http://data.europa.eu/949/concepts/op-types/80;junction;SEVrö;http://data.europa.eu/949/primaryLocation/SE04610;SE04610;POINT(12.1961 57.2386);Värö;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/dbec299d0b;http://data.europa.eu/949/concepts/op-types/80;junction;SETun;http://data.europa.eu/949/primaryLocation/SE10546;SE10546;POINT(14.0828 56.4576);Tunneby;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/e48e0db7dc;http://data.europa.eu/949/concepts/op-types/20;small station;SEÖx;http://data.europa.eu/949/primaryLocation/SE04994;SE04994;POINT(12.2726 58.3568);Öxnered;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/c8e44b0bc4;http://data.europa.eu/949/concepts/op-types/80;junction;SEVåb;http://data.europa.eu/949/primaryLocation/SE04574;SE04574;POINT(13.1974 59.3989);Vålberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/cf7a31c092;http://data.europa.eu/949/concepts/op-types/80;junction;SESsh;http://data.europa.eu/949/primaryLocation/SE10508;SE10508;POINT(16.2677 59.501);Strömsholm;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/20966f766f;http://data.europa.eu/949/concepts/op-types/80;junction;SEBgs;http://data.europa.eu/949/primaryLocation/SE10059;SE10059;POINT(12.4876 57.8978);Bryngenäs;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/1a23a0b6c3;http://data.europa.eu/949/concepts/op-types/20;small station;SEKl;http://data.europa.eu/949/primaryLocation/SE02034;SE02034;POINT(13.13 56.1307);Klippan;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/7b3b0ca1c8;http://data.europa.eu/949/concepts/op-types/20;small station;SEKac;http://data.europa.eu/949/primaryLocation/SE01919;SE01919;POINT(16.3603 56.6613);Kalmar central;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/4ab5a9ba4d;http://data.europa.eu/949/concepts/op-types/80;junction;SEVä;http://data.europa.eu/949/primaryLocation/SE10595;SE10595;POINT(13.9594 58.5115);Väring;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/317fa995ee;http://data.europa.eu/949/concepts/op-types/80;junction;SEAy;http://data.europa.eu/949/primaryLocation/SE00116;SE00116;POINT(15.4747 62.4901);Alby;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/eee85a838a;http://data.europa.eu/949/concepts/op-types/80;junction;SEÅbs;http://data.europa.eu/949/primaryLocation/SE10600;SE10600;POINT(16.1804 58.6589);Åby södra;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/53f73b22b3;http://data.europa.eu/949/concepts/op-types/100;shunting yard;SEHrbg;http://data.europa.eu/949/primaryLocation/SE01373;SE01373;POINT(15.0593 59.0587);Hallsbergs rangerbangård;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/c7b00cca3a;http://data.europa.eu/949/concepts/op-types/20;small station;SEVta;http://data.europa.eu/949/primaryLocation/SE04483;SE04483;POINT(15.0816 57.4259);Vetlanda;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/25a714c6cd;http://data.europa.eu/949/concepts/op-types/20;small station;SEU;http://data.europa.eu/949/primaryLocation/SE04351;SE04351;POINT(17.6487 59.8579);Uppsala central;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/b800effa02;http://data.europa.eu/949/concepts/op-types/80;junction;SESton;http://data.europa.eu/949/primaryLocation/SE03765;SE03765;POINT(17.3608 62.3471);Stockviksverkens nedre;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/f7fbb090c3;http://data.europa.eu/949/concepts/op-types/20;small station;SEKn;http://data.europa.eu/949/primaryLocation/SE02051;SE02051;POINT(17.7871 59.7254);Knivsta;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/4c3d11aa06;http://data.europa.eu/949/concepts/op-types/80;junction;SEKst;http://data.europa.eu/949/primaryLocation/SE02014;SE02014;POINT(12.914 56.6385);Kistinge;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/ed3be87e7d;http://data.europa.eu/949/concepts/op-types/20;small station;SEE;http://data.europa.eu/949/primaryLocation/SE00816;SE00816;POINT(13.3054 55.8377);Eslöv;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/02144cc8e1;http://data.europa.eu/949/concepts/op-types/20;small station;SEVaa;http://data.europa.eu/949/primaryLocation/SE04428;SE04428;POINT(12.9515 58.261);Vara;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/1e5e78ed9d;http://data.europa.eu/949/concepts/op-types/80;junction;SEHgl;http://data.europa.eu/949/primaryLocation/SE10177;SE10177;POINT(18.0056 59.3721);Hagalund;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/d4c531bdea;http://data.europa.eu/949/concepts/op-types/20;small station;SEEns;http://data.europa.eu/949/primaryLocation/SE00781;SE00781;POINT(12.3373 63.2898);Enafors;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/ecb6dc7c4c;http://data.europa.eu/949/concepts/op-types/20;small station;SEFsb;http://data.europa.eu/949/primaryLocation/SE00944;SE00944;POINT(13.0315 55.5623);Fosieby;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/891afa6650;http://data.europa.eu/949/concepts/op-types/80;junction;SESop;http://data.europa.eu/949/primaryLocation/SE10466;SE10466;POINT(17.8595 63.3854);Skorped;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/b554a41c33;http://data.europa.eu/949/concepts/op-types/80;junction;SEBrg;http://data.europa.eu/949/primaryLocation/SE10063;SE10063;POINT(21.2257 65.7831);Brännberg;http://publications.europa.eu/resource/authority/country/SWE;Sweden
http://data.europa.eu/949/operationalPoint/44dea7841d;http://data.europa.eu/949/concepts/op-types/80;junction;SEBäf;http://data.europa.eu/949/primaryLocation/SE10071;SE10071;POINT(12.1593 58.8043);Bäckefors;http://publications.europa.eu/resource/authority/country/SWE;Sweden
